customer_id,month,closing_balance,monthly_change,cumulative_balance
405,2020-03-01,11238,4237,11238
405,2020-04-01,11426,188,11426
406,2020-01-01,795,795,795
406,2020-02-01,2117,1322,2117
406,2020-03-01,3811,1694,3811
406,2020-04-01,5913,2102,5913
407,2020-01-01,1649,1649,1649
407,2020-02-01,2896,1247,2896
407,2020-03-01,3842,946,3842
407,2020-04-01,6217,2375,6217
408,2020-01-01,1173,1173,1173
408,2020-02-01,1173,0,1173
408,2020-03-01,2118,945,2118
408,2020-04-01,3050,932,3050
409,2020-01-01,155,155,155
409,2020-02-01,3351,3196,3351
409,2020-03-01,6283,2932,6283
409,2020-04-01,8239,1956,8239
410,2020-01-01,1367,1367,1367
410,2020-02-01,2193,826,2193
410,2020-03-01,3430,1237,3430
410,2020-04-01,3430,0,3430
411,2020-01-01,551,551,551
411,2020-02-01,551,0,551
411,2020-03-01,551,0,551
411,2020-04-01,2083,1532,2083
412,2020-01-01,1206,1206,1206
412,2020-02-01,1320,114,1320
412,2020-03-01,1320,0,1320
412,2020-04-01,1320,0,1320
413,2020-01-01,2228,2228,2228
413,2020-02-01,5350,3122,5350
413,2020-03-01,5350,0,5350
413,2020-04-01,5621,271,5621
414,2020-01-01,1873,1873,1873
414,2020-02-01,1873,0,1873
414,2020-03-01,3352,1479,3352
414,2020-04-01,3352,0,3352
415,2020-01-01,1105,1105,1105
415,2020-02-01,2022,917,2022
415,2020-03-01,6681,4659,6681
415,2020-04-01,6681,0,6681
416,2020-01-01,756,756,756
416,2020-02-01,5679,4923,5679
416,2020-03-01,9594,3915,9594
416,2020-04-01,10674,1080,10674
417,2020-01-01,3337,3337,3337
417,2020-02-01,6707,3370,6707
417,2020-03-01,7486,779,7486
417,2020-04-01,7793,307,7793
418,2020-01-01,3065,3065,3065
418,2020-02-01,7804,4739,7804
418,2020-03-01,9378,1574,9378
418,2020-04-01,10354,976,10354
419,2020-01-01,1627,1627,1627
419,2020-02-01,3625,1998,3625
419,2020-03-01,5028,1403,5028
419,2020-04-01,5028,0,5028
420,2020-01-01,582,582,582
420,2020-02-01,2475,1893,2475
420,2020-03-01,3627,1152,3627
420,2020-04-01,5502,1875,5502
421,2020-01-01,1151,1151,1151
421,2020-02-01,2027,876,2027
421,2020-03-01,2261,234,2261
421,2020-04-01,3336,1075,3336
422,2020-01-01,356,356,356
422,2020-02-01,4853,4497,4853
422,2020-03-01,8238,3385,8238
422,2020-04-01,11259,3021,11259
423,2020-01-01,361,361,361
423,2020-02-01,1272,911,1272
423,2020-03-01,3603,2331,3603
423,2020-04-01,3603,0,3603
424,2020-01-01,2585,2585,2585
424,2020-02-01,8760,6175,8760
424,2020-03-01,12150,3390,12150
424,2020-04-01,12776,626,12776
425,2020-01-01,553,553,553
425,2020-02-01,3147,2594,3147
425,2020-03-01,3709,562,3709
425,2020-04-01,4487,778,4487
426,2020-01-01,1904,1904,1904
426,2020-02-01,4840,2936,4840
426,2020-03-01,5930,1090,5930
426,2020-04-01,6930,1000,6930
427,2020-01-01,588,588,588
427,2020-02-01,2727,2139,2727
427,2020-03-01,4598,1871,4598
427,2020-04-01,6924,2326,6924
428,2020-01-01,280,280,280
428,2020-02-01,1767,1487,1767
428,2020-03-01,2297,530,2297
428,2020-04-01,2297,0,2297
429,2020-01-01,82,82,82
429,2020-02-01,1353,1271,1353
429,2020-03-01,2384,1031,2384
429,2020-04-01,3239,855,3239
430,2020-01-01,1666,1666,1666
430,2020-02-01,2741,1075,2741
430,2020-03-01,4470,1729,4470
430,2020-04-01,4470,0,4470
431,2020-01-01,918,918,918
431,2020-02-01,1657,739,1657
431,2020-03-01,1657,0,1657
431,2020-04-01,1657,0,1657
432,2020-01-01,2026,2026,2026
432,2020-02-01,5900,3874,5900
432,2020-03-01,7737,1837,7737
432,2020-04-01,10339,2602,10339
433,2020-01-01,883,883,883
433,2020-02-01,1936,1053,1936
433,2020-03-01,2562,626,2562
433,2020-04-01,2562,0,2562
434,2020-01-01,2673,2673,2673
434,2020-02-01,5725,3052,5725
434,2020-03-01,10134,4409,10134
434,2020-04-01,10967,833,10967
435,2020-01-01,6169,6169,6169
435,2020-02-01,7460,1291,7460
435,2020-03-01,10210,2750,10210
435,2020-04-01,10210,0,10210
436,2020-01-01,917,917,917
436,2020-02-01,948,31,948
436,2020-03-01,2510,1562,2510
436,2020-04-01,2510,0,2510
437,2020-01-01,2231,2231,2231
437,2020-02-01,3407,1176,3407
437,2020-03-01,3798,391,3798
437,2020-04-01,3982,184,3982
438,2020-01-01,2529,2529,2529
438,2020-02-01,4529,2000,4529
438,2020-03-01,6465,1936,6465
438,2020-04-01,6465,0,6465
439,2020-01-01,430,430,430
439,2020-02-01,430,0,430
439,2020-03-01,1451,1021,1451
439,2020-04-01,2150,699,2150
440,2020-01-01,213,213,213
440,2020-02-01,482,269,482
440,2020-03-01,1308,826,1308
440,2020-04-01,1308,0,1308
441,2020-01-01,1165,1165,1165
441,2020-02-01,3009,1844,3009
441,2020-03-01,6225,3216,6225
441,2020-04-01,7612,1387,7612
442,2020-01-01,1904,1904,1904
442,2020-02-01,4944,3040,4944
442,2020-03-01,9856,4912,9856
442,2020-04-01,13201,3345,13201
443,2020-01-01,760,760,760
443,2020-02-01,2008,1248,2008
443,2020-03-01,4199,2191,4199
443,2020-04-01,4547,348,4547
444,2020-01-01,1255,1255,1255
444,2020-02-01,2516,1261,2516
444,2020-03-01,5293,2777,5293
444,2020-04-01,5614,321,5614
445,2020-01-01,2634,2634,2634
445,2020-02-01,4876,2242,4876
445,2020-03-01,5902,1026,5902
445,2020-04-01,8594,2692,8594
446,2020-01-01,412,412,412
446,2020-02-01,412,0,412
446,2020-03-01,1621,1209,1621
446,2020-04-01,2079,458,2079
447,2020-01-01,2853,2853,2853
447,2020-02-01,4007,1154,4007
447,2020-03-01,5386,1379,5386
447,2020-04-01,5386,0,5386
448,2020-01-01,1360,1360,1360
448,2020-02-01,4761,3401,4761
448,2020-03-01,6880,2119,6880
448,2020-04-01,10942,4062,10942
449,2020-01-01,3804,3804,3804
449,2020-02-01,6124,2320,6124
449,2020-03-01,7007,883,7007
449,2020-04-01,7007,0,7007
450,2020-01-01,3077,3077,3077
450,2020-02-01,3705,628,3705
450,2020-03-01,4283,578,4283
450,2020-04-01,4984,701,4984
451,2020-01-01,910,910,910
451,2020-02-01,3133,2223,3133
451,2020-03-01,3801,668,3801
451,2020-04-01,5114,1313,5114
452,2020-01-01,1360,1360,1360
452,2020-02-01,4176,2816,4176
452,2020-03-01,5049,873,5049
452,2020-04-01,5049,0,5049
453,2020-01-01,638,638,638
453,2020-02-01,2341,1703,2341
453,2020-03-01,3747,1406,3747
453,2020-04-01,4713,966,4713
454,2020-01-01,2013,2013,2013
454,2020-02-01,4165,2152,4165
454,2020-03-01,7429,3264,7429
454,2020-04-01,7429,0,7429
455,2020-01-01,329,329,329
455,2020-02-01,329,0,329
455,2020-03-01,1543,1214,1543
455,2020-04-01,1543,0,1543
456,2020-01-01,1314,1314,1314
456,2020-02-01,6570,5256,6570
456,2020-03-01,10061,3491,10061
456,2020-04-01,10534,473,10534
457,2020-01-01,1119,1119,1119
457,2020-02-01,2148,1029,2148
457,2020-03-01,3806,1658,3806
457,2020-04-01,4744,938,4744
458,2020-01-01,715,715,715
458,2020-02-01,2083,1368,2083
458,2020-03-01,2083,0,2083
458,2020-04-01,2083,0,2083
459,2020-01-01,1468,1468,1468
459,2020-02-01,5456,3988,5456
459,2020-03-01,6322,866,6322
459,2020-04-01,6322,0,6322
460,2020-01-01,80,80,80
460,2020-02-01,2674,2594,2674
460,2020-03-01,4645,1971,4645
460,2020-04-01,5493,848,5493
461,2020-01-01,4065,4065,4065
461,2020-02-01,6245,2180,6245
461,2020-03-01,6464,219,6464
461,2020-04-01,6464,0,6464
462,2020-01-01,1331,1331,1331
462,2020-02-01,4028,2697,4028
462,2020-03-01,6357,2329,6357
462,2020-04-01,9201,2844,9201
463,2020-01-01,1166,1166,1166
463,2020-02-01,3502,2336,3502
463,2020-03-01,6409,2907,6409
463,2020-04-01,6802,393,6802
464,2020-01-01,953,953,953
464,2020-02-01,953,0,953
464,2020-03-01,2417,1464,2417
464,2020-04-01,3400,983,3400
465,2020-01-01,955,955,955
465,2020-02-01,3589,2634,3589
465,2020-03-01,4072,483,4072
465,2020-04-01,4228,156,4228
466,2020-01-01,80,80,80
466,2020-02-01,2425,2345,2425
466,2020-03-01,2685,260,2685
466,2020-04-01,2685,0,2685
467,2020-01-01,3022,3022,3022
467,2020-02-01,6180,3158,6180
467,2020-03-01,9920,3740,9920
467,2020-04-01,11484,1564,11484
468,2020-01-01,1839,1839,1839
468,2020-02-01,3449,1610,3449
468,2020-03-01,4291,842,4291
468,2020-04-01,4291,0,4291
469,2020-01-01,386,386,386
469,2020-02-01,3421,3035,3421
469,2020-03-01,7288,3867,7288
469,2020-04-01,8023,735,8023
470,2020-01-01,1507,1507,1507
470,2020-02-01,2195,688,2195
470,2020-03-01,2195,0,2195
470,2020-04-01,2195,0,2195
471,2020-01-01,781,781,781
471,2020-02-01,781,0,781
471,2020-03-01,1238,457,1238
471,2020-04-01,1887,649,1887
472,2020-01-01,1865,1865,1865
472,2020-02-01,2965,1100,2965
472,2020-03-01,5136,2171,5136
472,2020-04-01,9780,4644,9780
473,2020-01-01,3315,3315,3315
473,2020-02-01,3996,681,3996
473,2020-03-01,7530,3534,7530
473,2020-04-01,9672,2142,9672
474,2020-01-01,928,928,928
474,2020-02-01,1717,789,1717
474,2020-03-01,2115,398,2115
474,2020-04-01,2115,0,2115
475,2020-01-01,4253,4253,4253
475,2020-02-01,6092,1839,6092
475,2020-03-01,10391,4299,10391
475,2020-04-01,10391,0,10391
476,2020-01-01,1260,1260,1260
476,2020-02-01,4859,3599,4859
476,2020-03-01,7323,2464,7323
476,2020-04-01,12490,5167,12490
477,2020-01-01,3236,3236,3236
477,2020-02-01,4794,1558,4794
477,2020-03-01,7988,3194,7988
477,2020-04-01,7988,0,7988
478,2020-01-01,1414,1414,1414
478,2020-02-01,4404,2990,4404
478,2020-03-01,5573,1169,5573
478,2020-04-01,5573,0,5573
479,2020-01-01,320,320,320
479,2020-02-01,967,647,967
479,2020-03-01,1807,840,1807
479,2020-04-01,1807,0,1807
480,2020-01-01,522,522,522
480,2020-02-01,522,0,522
480,2020-03-01,1279,757,1279
480,2020-04-01,2315,1036,2315
481,2020-01-01,1480,1480,1480
481,2020-02-01,2989,1509,2989
481,2020-03-01,5172,2183,5172
481,2020-04-01,5172,0,5172
482,2020-01-01,2490,2490,2490
482,2020-02-01,3975,1485,3975
482,2020-03-01,5370,1395,5370
482,2020-04-01,5370,0,5370
483,2020-01-01,2110,2110,2110
483,2020-02-01,2110,0,2110
483,2020-03-01,6609,4499,6609
483,2020-04-01,8128,1519,8128
484,2020-01-01,871,871,871
484,2020-02-01,871,0,871
484,2020-03-01,1908,1037,1908
484,2020-04-01,1908,0,1908
485,2020-01-01,1032,1032,1032
485,2020-02-01,2523,1491,2523
485,2020-03-01,4822,2299,4822
485,2020-04-01,4822,0,4822
486,2020-01-01,2456,2456,2456
486,2020-02-01,3074,618,3074
486,2020-03-01,3932,858,3932
486,2020-04-01,3932,0,3932
487,2020-01-01,1442,1442,1442
487,2020-02-01,5206,3764,5206
487,2020-03-01,5356,150,5356
487,2020-04-01,6794,1438,6794
488,2020-01-01,851,851,851
488,2020-02-01,1391,540,1391
488,2020-03-01,2100,709,2100
488,2020-04-01,2321,221,2321
489,2020-01-01,556,556,556
489,2020-02-01,3014,2458,3014
489,2020-03-01,5728,2714,5728
489,2020-04-01,8146,2418,8146
490,2020-01-01,271,271,271
490,2020-02-01,1094,823,1094
490,2020-03-01,1094,0,1094
490,2020-04-01,1412,318,1412
491,2020-01-01,1925,1925,1925
491,2020-02-01,3538,1613,3538
491,2020-03-01,7939,4401,7939
491,2020-04-01,7939,0,7939
492,2020-01-01,4594,4594,4594
492,2020-02-01,5281,687,5281
492,2020-03-01,6613,1332,6613
492,2020-04-01,6613,0,6613
493,2020-01-01,845,845,845
493,2020-02-01,2860,2015,2860
493,2020-03-01,2860,0,2860
493,2020-04-01,4610,1750,4610
494,2020-01-01,529,529,529
494,2020-02-01,1481,952,1481
494,2020-03-01,2019,538,2019
494,2020-04-01,2019,0,2019
495,2020-01-01,1152,1152,1152
495,2020-02-01,2368,1216,2368
495,2020-03-01,3717,1349,3717
495,2020-04-01,3717,0,3717
496,2020-01-01,47,47,47
496,2020-02-01,3170,3123,3170
496,2020-03-01,3820,650,3820
496,2020-04-01,3820,0,3820
497,2020-01-01,754,754,754
497,2020-02-01,1585,831,1585
497,2020-03-01,2321,736,2321
497,2020-04-01,3264,943,3264
498,2020-01-01,1360,1360,1360
498,2020-02-01,2195,835,2195
498,2020-03-01,4389,2194,4389
498,2020-04-01,4888,499,4888
499,2020-01-01,3104,3104,3104
499,2020-02-01,6111,3007,6111
499,2020-03-01,8435,2324,8435
499,2020-04-01,8435,0,8435
500,2020-01-01,3566,3566,3566
500,2020-02-01,5051,1485,5051
500,2020-03-01,9843,4792,9843
500,2020-04-01,9843,0,9843
