material,prod_desc,prod_family,inventory_month,forecast_month,monthend_invent,forecasted_demand,inventory_status
40785,Bisoprolol Fum Tab USP 10 mg 100,Bisoprolol Fumarate,2025-03,2025-04,8952.0,3310.5,Sufficient
40785,Bisoprolol Fum Tab USP 10 mg 100,Bisoprolol Fumarate,2025-04,2025-05,8952.0,3310.5,Sufficient
40785,Bisoprolol Fum Tab USP 10 mg 100,Bisoprolol Fumarate,2025-05,2025-06,8952.0,3310.5,Sufficient
40660,Metoprolol Tar Tab USP 37.5mg 100,Metoprolol Tartrate,2025-03,2025-04,13989.0,3285.94444444444,Sufficient
40295,Amiodarone HCl Tab USP 200mg 500,Amiodarone HCl,2024-12,2025-01,3372.0,3283.66666666666,Sufficient
45018,Haloperidol OS USP 2MG/ML (15 ML HDPE),Haloperidol Oral Solution,2025-03,2025-04,8400.0,3230.5,Sufficient
40910,Aripiprazole OS 1mg/ml 150 PET US,Aripiprazole Oral Solution,2025-01,2025-02,21699.0,3226.37747458533,Sufficient
40910,Aripiprazole OS 1mg/ml 150 PET US,Aripiprazole Oral Solution,2025-02,2025-03,21699.0,3226.37747458533,Sufficient
40452,Potassium Chl ER Tab USP 20mEq 500 AB3,Potassium Chloride ER,2024-12,2025-01,5292.0,3215.5,Sufficient
40452,Potassium Chl ER Tab USP 20mEq 500 AB3,Potassium Chloride ER,2025-01,2025-02,5292.0,3206.0,Sufficient
40452,Potassium Chl ER Tab USP 20mEq 500 AB3,Potassium Chloride ER,2025-02,2025-03,5292.0,3206.0,Sufficient
40295,Amiodarone HCl Tab USP 200mg 500,Amiodarone HCl,2025-04,2025-05,3372.0,3183.16666666666,Sufficient
40295,Amiodarone HCl Tab USP 200mg 500,Amiodarone HCl,2025-05,2025-06,3372.0,3183.16666666666,Sufficient
40332,Diclofenac Pot Tab USP 25mg 30,Diclofenac Potassium,2025-05,2025-06,16608.0,3122.5,Sufficient
40332,Diclofenac Pot Tab USP 25mg 30,Diclofenac Potassium,2025-04,2025-05,16608.0,3122.5,Sufficient
40667,Carvedilol Tab USP 25mg 1000,Carvedilol,2025-01,2025-02,7764.0,3066.5,Sufficient
40667,Carvedilol Tab USP 25mg 1000,Carvedilol,2025-02,2025-03,7764.0,3066.5,Sufficient
40905,Glipizide Tab USP 5 mg 100,Glipizide,2025-02,2025-03,81720.0,2997.06666666666,Sufficient
40905,Glipizide Tab USP 5 mg 100,Glipizide,2025-01,2025-02,81720.0,2997.06666666666,Sufficient
40905,Glipizide Tab USP 5 mg 100,Glipizide,2024-12,2025-01,81720.0,2997.06666666666,Sufficient
40452,Potassium Chl ER Tab USP 20mEq 500 AB3,Potassium Chloride ER,2025-04,2025-05,5292.0,2995.0,Sufficient
40452,Potassium Chl ER Tab USP 20mEq 500 AB3,Potassium Chloride ER,2025-05,2025-06,5292.0,2995.0,Sufficient
40452,Potassium Chl ER Tab USP 20mEq 500 AB3,Potassium Chloride ER,2025-03,2025-04,5292.0,2995.0,Sufficient
41072,Metoprolol Tar Tab USP 100mg 100 UnTS,Metoprolol Tartrate (Uncoated),2025-02,2025-03,26904.0,2895.6,Sufficient
41072,Metoprolol Tar Tab USP 100mg 100 UnTS,Metoprolol Tartrate (Uncoated),2025-01,2025-02,26904.0,2895.6,Sufficient
41072,Metoprolol Tar Tab USP 100mg 100 UnTS,Metoprolol Tartrate (Uncoated),2024-12,2025-01,26904.0,2895.6,Sufficient
40667,Carvedilol Tab USP 25mg 1000,Carvedilol,2024-12,2025-01,7764.0,2893.0,Sufficient
40295,Amiodarone HCl Tab USP 200mg 500,Amiodarone HCl,2025-02,2025-03,3372.0,2861.16666666666,Sufficient
40295,Amiodarone HCl Tab USP 200mg 500,Amiodarone HCl,2025-03,2025-04,3372.0,2861.16666666666,Sufficient
40295,Amiodarone HCl Tab USP 200mg 500,Amiodarone HCl,2025-01,2025-02,3372.0,2861.16666666666,Sufficient
40510,Dicyclomine HCL Tab USP 20mg 1000,Dicyclomine HCl Tab,2025-05,2025-06,10764.0,2818.16666666666,Sufficient
40657,Metoprolol Tar Tab USP100mg 1000,Metoprolol Tartrate,2024-12,2025-01,3396.0,2782.53333333333,Sufficient
40657,Metoprolol Tar Tab USP100mg 1000,Metoprolol Tartrate,2025-01,2025-02,3396.0,2782.53333333333,Sufficient
40657,Metoprolol Tar Tab USP100mg 1000,Metoprolol Tartrate,2025-02,2025-03,3396.0,2782.53333333333,Sufficient
40332,Diclofenac Pot Tab USP 25mg 30,Diclofenac Potassium,2025-01,2025-02,16608.0,2748.0,Sufficient
40519,Glipizide Tab USP 5 mg 1000,Glipizide,2025-01,2025-02,5604.0,2706.8,Sufficient
40519,Glipizide Tab USP 5 mg 1000,Glipizide,2025-02,2025-03,5604.0,2706.8,Sufficient
40654,Metoprolol Tar Tab USP 50mg 100,Metoprolol Tartrate,2024-12,2025-01,23160.0,2705.0,Sufficient
40519,Glipizide Tab USP 5 mg 1000,Glipizide,2025-04,2025-05,5604.0,2699.83333333333,Sufficient
40519,Glipizide Tab USP 5 mg 1000,Glipizide,2025-05,2025-06,5604.0,2699.83333333333,Sufficient
40332,Diclofenac Pot Tab USP 25mg 30,Diclofenac Potassium,2024-12,2025-01,16608.0,2664.5,Sufficient
40680,Acetazolamide Tab USP 125mg 100,Acetazolamide,2024-11,2024-12,6120.0,2650.60244584865,Sufficient
40900,Acyclovir OSP USP 200mg/5ml 473 HD US,Acyclovir Suspension,2025-03,2025-04,3390.0,2644.5,Sufficient
40529,Cevimeline HCl Cap 30mg 30,Cevimeline HCL,2024-11,2024-12,6288.0,2641.66666666666,Sufficient
40910,Aripiprazole OS 1mg/ml 150 PET US,Aripiprazole Oral Solution,2025-05,2025-06,21699.0,2580.37747458533,Sufficient
40910,Aripiprazole OS 1mg/ml 150 PET US,Aripiprazole Oral Solution,2025-04,2025-05,21699.0,2580.37747458533,Sufficient
40910,Aripiprazole OS 1mg/ml 150 PET US,Aripiprazole Oral Solution,2025-03,2025-04,21699.0,2580.37747458533,Sufficient
40929,Mycophenolate Mof Tab USP 500mg 100,Mycophenolate Mofetil Tab,2024-11,2024-12,70858.0,2567.75727820844,Sufficient
40304,Potassium Chl ER Tab USP 20mEq 100 AB3,Potassium Chloride ER,2024-11,2024-12,165087.0,2561.3,Sufficient
45019,Haloperidol OS USP 2MG/ML (120 ML HDPE),Haloperidol Oral Solution,2025-05,2025-06,11364.0,2546.0,Sufficient
45019,Haloperidol OS USP 2MG/ML (120 ML HDPE),Haloperidol Oral Solution,2025-04,2025-05,11364.0,2546.0,Sufficient
40711,Clonazepam Tab USP 0.5mg 1000,Clonazepam Tab,2024-11,2024-12,11076.0,2545.0,Sufficient
40900,Acyclovir OSP USP 200mg/5ml 473 HD US,Acyclovir Suspension,2025-02,2025-03,3390.0,2500.5,Sufficient
40678,Labetalol HCl Tab USP 300mg 100,Labetalol,2024-12,2025-01,4753.0,2442.5,Sufficient
40566,Sildenafil Tab USP 20mg 90,Sildenafil Citrate,2025-01,2025-02,14316.0,2436.0,Sufficient
40566,Sildenafil Tab USP 20mg 90,Sildenafil Citrate,2025-03,2025-04,14316.0,2436.0,Sufficient
40566,Sildenafil Tab USP 20mg 90,Sildenafil Citrate,2025-02,2025-03,14316.0,2436.0,Sufficient
40566,Sildenafil Tab USP 20mg 90,Sildenafil Citrate,2025-05,2025-06,14316.0,2436.0,Sufficient
40566,Sildenafil Tab USP 20mg 90,Sildenafil Citrate,2024-12,2025-01,14316.0,2436.0,Sufficient
40566,Sildenafil Tab USP 20mg 90,Sildenafil Citrate,2025-04,2025-05,14316.0,2436.0,Sufficient
40730,Amantadine HCl Cap USP 100mg 500,Amantadine HCL,2025-04,2025-05,4848.0,2427.0,Sufficient
40730,Amantadine HCl Cap USP 100mg 500,Amantadine HCL,2025-05,2025-06,4848.0,2427.0,Sufficient
40510,Dicyclomine HCL Tab USP 20mg 1000,Dicyclomine HCl Tab,2024-11,2024-12,10764.0,2392.09286544671,Sufficient
40153,Diclofenac Sod DR Tab USP 50 mg 100,Diclofenac Sodium Tab,2025-05,2025-06,109296.0,2280.26666666666,Sufficient
40153,Diclofenac Sod DR Tab USP 50 mg 100,Diclofenac Sodium Tab,2025-04,2025-05,109296.0,2280.26666666666,Sufficient
40332,Diclofenac Pot Tab USP 25mg 30,Diclofenac Potassium,2025-02,2025-03,16608.0,2248.0,Sufficient
40521,Cyclobenzaprine HCl Tab USP 10mg 100,Cyclobenzaprine HCl,2024-11,2024-12,10176.0,2234.66666666666,Sufficient
40519,Glipizide Tab USP 5 mg 1000,Glipizide,2024-12,2025-01,5604.0,2230.79999999999,Sufficient
40332,Diclofenac Pot Tab USP 25mg 30,Diclofenac Potassium,2025-03,2025-04,16608.0,2224.5,Sufficient
40728,Cyclobenzaprine HCl Tab USP 5mg 1000,Cyclobenzaprine HCl,2024-11,2024-12,4800.0,2210.0,Sufficient
40525,Glipizide Tab USP 10mg 1000,Glipizide,2024-12,2025-01,2700.0,2208.79999999999,Sufficient
40584,Tramadol HCL Tab 75mg 30,Tramadol,2024-11,2024-12,16464.0,2191.71428571428,Sufficient
40613,Amitriptyline HCl Tab USP 150mg 100,Amitriptyline,2024-12,2025-01,4452.0,2168.0,Sufficient
40613,Amitriptyline HCl Tab USP 150mg 100,Amitriptyline,2025-03,2025-04,4452.0,2168.0,Sufficient
40613,Amitriptyline HCl Tab USP 150mg 100,Amitriptyline,2025-01,2025-02,4452.0,2168.0,Sufficient
40613,Amitriptyline HCl Tab USP 150mg 100,Amitriptyline,2025-02,2025-03,4452.0,2168.0,Sufficient
40905,Glipizide Tab USP 5 mg 100,Glipizide,2025-03,2025-04,81720.0,2166.0,Sufficient
40153,Diclofenac Sod DR Tab USP 50 mg 100,Diclofenac Sodium Tab,2024-12,2025-01,109296.0,2136.66666666666,Sufficient
40153,Diclofenac Sod DR Tab USP 50 mg 100,Diclofenac Sodium Tab,2025-01,2025-02,109296.0,2136.66666666666,Sufficient
40153,Diclofenac Sod DR Tab USP 50 mg 100,Diclofenac Sodium Tab,2025-02,2025-03,109296.0,2136.66666666666,Sufficient
40667,Carvedilol Tab USP 25mg 1000,Carvedilol,2024-11,2024-12,7764.0,2135.0,Sufficient
40730,Amantadine HCl Cap USP 100mg 500,Amantadine HCL,2024-12,2025-01,4848.0,2101.5,Sufficient
40730,Amantadine HCl Cap USP 100mg 500,Amantadine HCL,2025-01,2025-02,4848.0,2101.5,Sufficient
40730,Amantadine HCl Cap USP 100mg 500,Amantadine HCL,2025-02,2025-03,4848.0,2101.5,Sufficient
40907,Glipizide Tab USP 10mg 100,Glipizide,2025-03,2025-04,37008.0,2090.0,Sufficient
40730,Amantadine HCl Cap USP 100mg 500,Amantadine HCL,2025-03,2025-04,4848.0,2067.0,Sufficient
40906,Glipizide Tab USP 5 mg 500,Glipizide,2024-12,2025-01,21168.0,2044.52222222222,Sufficient
40906,Glipizide Tab USP 5 mg 500,Glipizide,2025-02,2025-03,21168.0,2044.52222222222,Sufficient
40906,Glipizide Tab USP 5 mg 500,Glipizide,2025-01,2025-02,21168.0,2044.52222222222,Sufficient
45018,Haloperidol OS USP 2MG/ML (15 ML HDPE),Haloperidol Oral Solution,2025-02,2025-03,8400.0,2034.0,Sufficient
45019,Haloperidol OS USP 2MG/ML (120 ML HDPE),Haloperidol Oral Solution,2025-03,2025-04,11364.0,2019.16666666666,Sufficient
40675,Labetalol HCl Tab USP 100mg 500,Labetalol,2025-04,2025-05,3444.0,2016.89999999999,Sufficient
40675,Labetalol HCl Tab USP 100mg 500,Labetalol,2025-05,2025-06,3444.0,2016.89999999999,Sufficient
41156,Ivermectin Tab USP 3mg 2X10,Ivermectin Tab,2025-05,2025-06,53952.0,1994.0,Sufficient
41156,Ivermectin Tab USP 3mg 2X10,Ivermectin Tab,2025-04,2025-05,53952.0,1994.0,Sufficient
40446,Isosorbide Dinitrate Tab USP 40mg 100,Isosorbide DN,2025-04,2025-05,3624.0,1958.5,Sufficient
40446,Isosorbide Dinitrate Tab USP 40mg 100,Isosorbide DN,2025-05,2025-06,3624.0,1958.5,Sufficient
40446,Isosorbide Dinitrate Tab USP 40mg 100,Isosorbide DN,2024-12,2025-01,3624.0,1920.0,Sufficient
40510,Dicyclomine HCL Tab USP 20mg 1000,Dicyclomine HCl Tab,2025-04,2025-05,10764.0,1917.66666666666,Sufficient
40908,Glipizide Tab USP 10mg 500,Glipizide,2025-05,2025-06,4464.0,1912.5,Sufficient
40908,Glipizide Tab USP 10mg 500,Glipizide,2025-04,2025-05,4464.0,1912.49999999999,Sufficient
40452,Potassium Chl ER Tab USP 20mEq 500 AB3,Potassium Chloride ER,2024-11,2024-12,5292.0,1912.4,Sufficient
45018,Haloperidol OS USP 2MG/ML (15 ML HDPE),Haloperidol Oral Solution,2024-11,2024-12,8400.0,1908.57605512489,Sufficient
40675,Labetalol HCl Tab USP 100mg 500,Labetalol,2025-02,2025-03,3444.0,1903.77777777777,Sufficient
40675,Labetalol HCl Tab USP 100mg 500,Labetalol,2025-01,2025-02,3444.0,1903.77777777777,Sufficient
40675,Labetalol HCl Tab USP 100mg 500,Labetalol,2024-12,2025-01,3444.0,1903.77777777777,Sufficient
40446,Isosorbide Dinitrate Tab USP 40mg 100,Isosorbide DN,2025-03,2025-04,3624.0,1882.5,Sufficient
40446,Isosorbide Dinitrate Tab USP 40mg 100,Isosorbide DN,2025-01,2025-02,3624.0,1882.5,Sufficient
40446,Isosorbide Dinitrate Tab USP 40mg 100,Isosorbide DN,2025-02,2025-03,3624.0,1882.5,Sufficient
40675,Labetalol HCl Tab USP 100mg 500,Labetalol,2025-03,2025-04,3444.0,1840.06666666666,Sufficient
40603,Amitriptyline HCl Tab USP 10mg 1000,Amitriptyline,2025-03,2025-04,2952.0,1836.0,Sufficient
40603,Amitriptyline HCl Tab USP 10mg 1000,Amitriptyline,2024-12,2025-01,2952.0,1834.0,Sufficient
40603,Amitriptyline HCl Tab USP 10mg 1000,Amitriptyline,2025-02,2025-03,2952.0,1834.0,Sufficient
40603,Amitriptyline HCl Tab USP 10mg 1000,Amitriptyline,2025-01,2025-02,2952.0,1834.0,Sufficient
40908,Glipizide Tab USP 10mg 500,Glipizide,2025-01,2025-02,4464.0,1768.48888888888,Sufficient
40908,Glipizide Tab USP 10mg 500,Glipizide,2024-12,2025-01,4464.0,1768.48888888888,Sufficient
40908,Glipizide Tab USP 10mg 500,Glipizide,2025-02,2025-03,4464.0,1768.48888888888,Sufficient
41068,Metoprolol Tar Tab USP 50mg 100 UnTS,Metoprolol Tartrate (Uncoated),2024-11,2024-12,28416.0,1726.0,Sufficient
40139,Amantadine HCl Cap USP 100mg 30,Amantadine HCL,2024-12,2025-01,9720.0,1672.0,Sufficient
40139,Amantadine HCl Cap USP 100mg 30,Amantadine HCL,2025-01,2025-02,9720.0,1669.5,Sufficient
40139,Amantadine HCl Cap USP 100mg 30,Amantadine HCL,2025-02,2025-03,9720.0,1669.5,Sufficient
40139,Amantadine HCl Cap USP 100mg 30,Amantadine HCL,2025-04,2025-05,9720.0,1619.5,Sufficient
40139,Amantadine HCl Cap USP 100mg 30,Amantadine HCL,2025-05,2025-06,9720.0,1619.5,Sufficient
40139,Amantadine HCl Cap USP 100mg 30,Amantadine HCL,2025-03,2025-04,9720.0,1603.5,Sufficient
40928,Mycophenolate Mof Tab USP 500mg 500,Mycophenolate Mofetil Tab,2024-11,2024-12,5242.0,1592.97162253903,Sufficient
40906,Glipizide Tab USP 5 mg 500,Glipizide,2025-04,2025-05,21168.0,1535.0,Sufficient
40906,Glipizide Tab USP 5 mg 500,Glipizide,2025-05,2025-06,21168.0,1535.0,Sufficient
45019,Haloperidol OS USP 2MG/ML (120 ML HDPE),Haloperidol Oral Solution,2025-02,2025-03,11364.0,1511.0,Sufficient
40880,Guanfacine Tab USP 1mg 100,Guanfacine IR,2025-03,2025-04,21720.0,1480.0,Sufficient
40679,Labetalol HCl Tab USP 300mg 500,Labetalol,2024-12,2025-01,1729.0,1455.53333333333,Sufficient
40928,Mycophenolate Mof Tab USP 500mg 500,Mycophenolate Mofetil Tab,2025-03,2025-04,5242.0,1432.16666666666,Sufficient
40928,Mycophenolate Mof Tab USP 500mg 500,Mycophenolate Mofetil Tab,2025-04,2025-05,5242.0,1432.16666666666,Sufficient
40928,Mycophenolate Mof Tab USP 500mg 500,Mycophenolate Mofetil Tab,2025-05,2025-06,5242.0,1432.16666666666,Sufficient
40525,Glipizide Tab USP 10mg 1000,Glipizide,2025-03,2025-04,2700.0,1422.0,Sufficient
40500,Pot. Chl ER Tab USP 15mEq 100 AB1 KlorCon,Potassium Chloride Klorcon,2025-02,2025-03,1416.0,1379.0,Sufficient
40500,Pot. Chl ER Tab USP 15mEq 100 AB1 KlorCon,Potassium Chloride Klorcon,2025-01,2025-02,1416.0,1379.0,Sufficient
40500,Pot. Chl ER Tab USP 15mEq 100 AB1 KlorCon,Potassium Chloride Klorcon,2025-03,2025-04,1416.0,1379.0,Sufficient
40500,Pot. Chl ER Tab USP 15mEq 100 AB1 KlorCon,Potassium Chloride Klorcon,2025-04,2025-05,1416.0,1379.0,Sufficient
40510,Dicyclomine HCL Tab USP 20mg 1000,Dicyclomine HCl Tab,2025-03,2025-04,10764.0,1375.5,Sufficient
40519,Glipizide Tab USP 5 mg 1000,Glipizide,2025-03,2025-04,5604.0,1356.0,Sufficient
40153,Diclofenac Sod DR Tab USP 50 mg 100,Diclofenac Sodium Tab,2025-03,2025-04,109296.0,1350.26666666666,Sufficient
45018,Haloperidol OS USP 2MG/ML (15 ML HDPE),Haloperidol Oral Solution,2025-01,2025-02,8400.0,1348.0,Sufficient
45018,Haloperidol OS USP 2MG/ML (15 ML HDPE),Haloperidol Oral Solution,2024-12,2025-01,8400.0,1348.0,Sufficient
40816,Potassium Chl Ora sol 20mEq 50,Potassium Chloride PFOS,2024-12,2025-01,1392.0,1266.5,Sufficient
40809,Gabapentin OS 250 mg/5 mL 470 PET US,Gabapentin Oral Solution,2024-11,2024-12,23184.0,1259.064,Sufficient
40488,Carbi + Levo tab USP 10/100mg 100,Carbidopa and Levdopa Tab,2024-12,2025-01,5304.0,1255.0,Sufficient
40937,"Mycophenolate Mof Cap USP 250mg, 100",Mycophenolate Mofetil Cap,2024-11,2024-12,137784.0,1235.25487339862,Sufficient
40880,Guanfacine Tab USP 1mg 100,Guanfacine IR,2025-04,2025-05,21720.0,1230.0,Sufficient
40880,Guanfacine Tab USP 1mg 100,Guanfacine IR,2025-05,2025-06,21720.0,1230.0,Sufficient
40453,Potassium Chl ER Tab USP 10mEq 1000 AB3,Potassium Chloride ER,2025-04,2025-05,1344.0,1216.0,Sufficient
40453,Potassium Chl ER Tab USP 10mEq 1000 AB3,Potassium Chloride ER,2025-02,2025-03,1344.0,1216.0,Sufficient
40453,Potassium Chl ER Tab USP 10mEq 1000 AB3,Potassium Chloride ER,2025-03,2025-04,1344.0,1216.0,Sufficient
40453,Potassium Chl ER Tab USP 10mEq 1000 AB3,Potassium Chloride ER,2025-05,2025-06,1344.0,1216.0,Sufficient
40453,Potassium Chl ER Tab USP 10mEq 1000 AB3,Potassium Chloride ER,2024-12,2025-02,1344.0,1216.0,Sufficient
40841,"Baclofen Oral Sol. 5mg/5ml, 473ml",Baclofeb Oral Solution,2025-05,2025-06,8412.0,1216.0,Sufficient
40841,"Baclofen Oral Sol. 5mg/5ml, 473ml",Baclofeb Oral Solution,2025-04,2025-05,8412.0,1216.0,Sufficient
40841,"Baclofen Oral Sol. 5mg/5ml, 473ml",Baclofeb Oral Solution,2025-03,2025-04,8412.0,1216.0,Sufficient
40928,Mycophenolate Mof Tab USP 500mg 500,Mycophenolate Mofetil Tab,2025-02,2025-03,5242.0,1212.16666666666,Sufficient
40928,Mycophenolate Mof Tab USP 500mg 500,Mycophenolate Mofetil Tab,2025-01,2025-02,5242.0,1212.16666666666,Sufficient
40928,Mycophenolate Mof Tab USP 500mg 500,Mycophenolate Mofetil Tab,2024-12,2025-01,5242.0,1212.16666666666,Sufficient
40841,"Baclofen Oral Sol. 5mg/5ml, 473ml",Baclofeb Oral Solution,2025-02,2025-03,8412.0,1212.0,Sufficient
40725,Nor HCL OS USP 10mg/5mL Bas 473 PET US,Nortriptyline HCL Oral Solution,2025-04,2025-05,1935.0,1209.94945848375,Sufficient
40725,Nor HCL OS USP 10mg/5mL Bas 473 PET US,Nortriptyline HCL Oral Solution,2025-05,2025-06,1935.0,1209.94945848375,Sufficient
40725,Nor HCL OS USP 10mg/5mL Bas 473 PET US,Nortriptyline HCL Oral Solution,2025-03,2025-04,1935.0,1209.94945848375,Sufficient
40725,Nor HCL OS USP 10mg/5mL Bas 473 PET US,Nortriptyline HCL Oral Solution,2025-02,2025-03,1935.0,1209.94945848375,Sufficient
41064,Metoprolol Tar Tab USP 25mg 100 UnTS,Metoprolol Tartrate (Uncoated),2024-11,2024-12,57120.0,1208.33333333333,Sufficient
40510,Dicyclomine HCL Tab USP 20mg 1000,Dicyclomine HCl Tab,2025-02,2025-03,10764.0,1201.0,Sufficient
40510,Dicyclomine HCL Tab USP 20mg 1000,Dicyclomine HCl Tab,2025-01,2025-02,10764.0,1201.0,Sufficient
40488,Carbi + Levo tab USP 10/100mg 100,Carbidopa and Levdopa Tab,2025-01,2025-02,5304.0,1194.0,Sufficient
40488,Carbi + Levo tab USP 10/100mg 100,Carbidopa and Levdopa Tab,2025-02,2025-03,5304.0,1194.0,Sufficient
40509,Dicyclomine HCL Tab USP 20mg 100,Dicyclomine HCl Tab,2025-05,2025-06,124488.0,1170.16666666666,Sufficient
40509,Dicyclomine HCL Tab USP 20mg 100,Dicyclomine HCl Tab,2025-04,2025-05,124488.0,1170.16666666666,Sufficient
40841,"Baclofen Oral Sol. 5mg/5ml, 473ml",Baclofeb Oral Solution,2025-01,2025-02,8412.0,1168.0,Sufficient
40841,"Baclofen Oral Sol. 5mg/5ml, 473ml",Baclofeb Oral Solution,2024-12,2025-01,8412.0,1168.0,Sufficient
40725,Nor HCL OS USP 10mg/5mL Bas 473 PET US,Nortriptyline HCL Oral Solution,2024-12,2025-01,1935.0,1161.94945848375,Sufficient
40725,Nor HCL OS USP 10mg/5mL Bas 473 PET US,Nortriptyline HCL Oral Solution,2025-01,2025-02,1935.0,1161.94945848375,Sufficient
40510,Dicyclomine HCL Tab USP 20mg 1000,Dicyclomine HCl Tab,2024-12,2025-01,10764.0,1156.0,Sufficient
40488,Carbi + Levo tab USP 10/100mg 100,Carbidopa and Levdopa Tab,2025-03,2025-04,5304.0,1124.0,Sufficient
40488,Carbi + Levo tab USP 10/100mg 100,Carbidopa and Levdopa Tab,2025-05,2025-06,5304.0,1124.0,Sufficient
40488,Carbi + Levo tab USP 10/100mg 100,Carbidopa and Levdopa Tab,2025-04,2025-05,5304.0,1124.0,Sufficient
40566,Sildenafil Tab USP 20mg 90,Sildenafil Citrate,2024-11,2024-12,14316.0,1110.0,Sufficient
45019,Haloperidol OS USP 2MG/ML (120 ML HDPE),Haloperidol Oral Solution,2024-12,2025-01,11364.0,1095.0,Sufficient
45019,Haloperidol OS USP 2MG/ML (120 ML HDPE),Haloperidol Oral Solution,2025-01,2025-02,11364.0,1095.0,Sufficient
40816,Potassium Chl Ora sol 20mEq 50,Potassium Chloride PFOS,2025-05,2025-06,1392.0,1070.0,Sufficient
40816,Potassium Chl Ora sol 20mEq 50,Potassium Chloride PFOS,2025-03,2025-04,1392.0,1070.0,Sufficient
40816,Potassium Chl Ora sol 20mEq 50,Potassium Chloride PFOS,2025-04,2025-05,1392.0,1070.0,Sufficient
40754,Lithium OS USP 8 mEq Per 5 mL 500 HD US,Lithium Oral Solution,2024-12,2025-01,1081.0,1049.7666413902,Sufficient
40754,Lithium OS USP 8 mEq Per 5 mL 500 HD US,Lithium Oral Solution,2025-02,2025-03,1081.0,1022.7666413902,Sufficient
40754,Lithium OS USP 8 mEq Per 5 mL 500 HD US,Lithium Oral Solution,2025-01,2025-02,1081.0,1022.7666413902,Sufficient
40754,Lithium OS USP 8 mEq Per 5 mL 500 HD US,Lithium Oral Solution,2025-03,2025-04,1081.0,1020.43330805687,Sufficient
40864,Cevimeline HCl Cap 30mg 100,Cevimeline HCL,2025-04,2025-05,2520.0,993.5,Sufficient
40864,Cevimeline HCl Cap 30mg 100,Cevimeline HCL,2025-05,2025-06,2520.0,993.5,Sufficient
40308,Buspirone HCl Tab USP 5mg 500,Buspirone HCl,2024-11,2024-12,19608.0,990.0,Sufficient
40938,"Mycophenolate Mof Cap USP 250mg, 500",Mycophenolate Mofetil Cap,2024-11,2024-12,16908.0,988.282641107561,Sufficient
40679,Labetalol HCl Tab USP 300mg 500,Labetalol,2025-05,2025-06,1729.0,976.866666666666,Sufficient
40679,Labetalol HCl Tab USP 300mg 500,Labetalol,2025-04,2025-05,1729.0,976.866666666666,Sufficient
40628,Primidone Tab USP 250mg 500,Primidone,2024-11,2024-12,3336.0,968.0,Sufficient
41072,Metoprolol Tar Tab USP 100mg 100 UnTS,Metoprolol Tartrate (Uncoated),2024-11,2024-12,26904.0,959.476098369715,Sufficient
41024,Mycophenolic Sod DR Tab 180 mg 120,Mycophenolae Sodium DR Tab,2024-11,2024-12,20472.0,921.923809523809,Sufficient
40908,Glipizide Tab USP 10mg 500,Glipizide,2025-03,2025-04,4464.0,912.0,Sufficient
40879,Diclofenac Sod DR Tab USP 75mg 500,Diclofenac Sodium Tab,2024-11,2024-12,29868.0,904.733333333333,Sufficient
40679,Labetalol HCl Tab USP 300mg 500,Labetalol,2025-02,2025-03,1729.0,903.533333333333,Sufficient
40679,Labetalol HCl Tab USP 300mg 500,Labetalol,2025-03,2025-04,1729.0,901.866666666666,Sufficient
41025,Mycophenolic Sod DR Tab 360 mg 120,Mycophenolae Sodium DR Tab,2024-11,2024-12,16680.0,891.644444444444,Sufficient
40835,Triamterene & HCTZ Tab USP 75/50 mg 500,Triamterene HCTZ,2025-05,2025-06,3972.0,883.197333333333,Sufficient
40835,Triamterene & HCTZ Tab USP 75/50 mg 500,Triamterene HCTZ,2025-04,2025-05,3972.0,883.197333333333,Sufficient
40679,Labetalol HCl Tab USP 300mg 500,Labetalol,2025-01,2025-02,1729.0,879.533333333333,Sufficient
40139,Amantadine HCl Cap USP 100mg 30,Amantadine HCL,2024-11,2024-12,9720.0,876.0,Sufficient
40608,Amitriptyline HCl Tab USP 75mg 100,Amitriptyline,2025-05,2025-06,11616.0,871.5,Sufficient
40608,Amitriptyline HCl Tab USP 75mg 100,Amitriptyline,2025-04,2025-05,11616.0,871.5,Sufficient
40906,Glipizide Tab USP 5 mg 500,Glipizide,2025-03,2025-04,21168.0,824.0,Sufficient
40741,Sildenafil Tab USP 20mg 1000,Sildenafil Citrate,2024-12,2025-01,14232.0,810.5,Sufficient
40741,Sildenafil Tab USP 20mg 1000,Sildenafil Citrate,2025-02,2025-03,14232.0,798.5,Sufficient
40741,Sildenafil Tab USP 20mg 1000,Sildenafil Citrate,2025-01,2025-02,14232.0,798.5,Sufficient
40311,Buspirone HCl Tab USP 15mg 60,Buspirone HCl,2024-11,2024-12,7680.0,784.0,Sufficient
40603,Amitriptyline HCl Tab USP 10mg 1000,Amitriptyline,2025-04,2025-05,2952.0,752.0,Sufficient
40603,Amitriptyline HCl Tab USP 10mg 1000,Amitriptyline,2025-05,2025-06,2952.0,752.0,Sufficient
40741,Sildenafil Tab USP 20mg 1000,Sildenafil Citrate,2025-03,2025-04,14232.0,724.5,Sufficient
40741,Sildenafil Tab USP 20mg 1000,Sildenafil Citrate,2025-04,2025-05,14232.0,724.5,Sufficient
40741,Sildenafil Tab USP 20mg 1000,Sildenafil Citrate,2025-05,2025-06,14232.0,724.5,Sufficient
