player_name,score_value,category
John Joseph,,Hits
Darrin John,,Hits
Scott Michael,,Hits
Stephen Vincent,,Hits
William Roger,,Hits
Keith Martin,,Hits
Archie Ray,,Hits
Steven Ray,,Hits
Charles Robert,,Hits
Ronald Maurice,,Hits
Daniel Wayne,,Hits
Mark William,,Hits
George Earl,,Hits
Kenneth Grant,,Hits
Francisco,,Hits
Richard Anthony,,Hits
John Robert,,Hits
Brian Stacy,,Hits
Thomas Kent,,Hits
Kirk Richard,,Hits
Thomas Patrick,,Hits
Wayne Maurice,,Hits
Bruce Edward,,Hits
Mark Anthony,,Hits
David William,,Hits
Calvin John,,Hits
Scott Gavin,,Hits
Hector,,Hits
Steven Michael,,Hits
Alexander,,Hits
Michael Lee,,Hits
Charles Edward,,Hits
David Anthony,,Hits
Emilio Antonio,,Hits
William Patrick,,Hits
Todd Gerard,,Hits
Daniel Michael,,Hits
Ramon Antonio,,Hits
Michael James,,Hits
Wesley Brian,,Hits
Jerry Don,,Hits
Richard Michael,,Hits
Mauro Paul,,Hits
Joseph Milton,,Hits
Jeffrey Edward,,Hits
Mark Steven,,Hits
Jose Alberto,,Hits
Dionini Ramon,,Hits
Juan Andres,,Hits
Robert David,,Hits
John Gabriel,,Hits
Erik Brian,,Hits
Tyrone Eugene,,Hits
Greg Allen,,Hits
Reginald Allen,,Hits
Melton Andrew,,Hits
Melton Andrew,,Hits
Thomas Anthony,,Hits
Patrick George,,Hits
Roberto Manuel,,Hits
Joseph Thomas,,Hits
James Gregory,,Hits
Kevin John,,Hits
Teodoro Valenzuela,,Hits
Shawn Patrick,,Hits
Brian Scott,,Hits
Darren Lee,,Hits
Vincent Stanley Joseph,,Hits
Charles Oliver,,Hits
Steven Roy,,Hits
James MacGregor,,Hits
Michael James,,Hits
Daryl Keith,,Hits
David Wayne,,Hits
William Jeffrey,,Hits
Joel Raymond,,Hits
Randall David,,Hits
Calvin Douglas,,Hits
Douglas Reid,,Hits
Joseph Stacy,,Hits
Jeffrey Patrick,,Hits
Scott Andrew,,Hits
James Edward,,Hits
Dana Ervin,,Hits
John Francis,,Hits
Paul Nelson,,Hits
Eric Steven,,Hits
Garland Routhard,,Hits
Joseph Charles,,Hits
Mark Richard,,Hits
Thomas Joseph,,Hits
William Culp,,Hits
Dennis Patrick,,Hits
Mark Edward,,Hits
Timothy James,,Hits
Mark Owen,,Hits
Alois Terry,,Hits
Mark Edward,,Hits
Scott Allen,,Hits
Robert Joseph,,Hits
Julio Segundo,,Hits
Michael Anthony,,Hits
Carlos Cesar,,Hits
Barry Paul,,Hits
Josias,,Hits
Terry Alan,,Hits
Kirk Edward,,Hits
Robert Craig,,Hits
Larry Benard,,Hits
Jack Burns,,Hits
Andrew Joseph,,Hits
Russell Loren,,Hits
Robert,,Hits
Alan Bernard,,Hits
Richard,,Hits
Jeffrey Thomas,,Hits
John Scott,,Hits
Kevin Joseph,,Hits
Michael Anthony,,Hits
Michael Cole,,Hits
Jeffrey Thomas,,Hits
Charles Harrison,,Hits
Jaime,,Hits
Dennis Edward,,Hits
Wayland Eugene,,Hits
Rodney Lea,,Hits
Eric Carl,,Hits
Edwin,,Hits
Steven Robert,,Hits
Jesse Russell,,Hits
David Alan,,Hits
Donn Steven,,Hits
Kenneth Brian,,Hits
Melido Turpen Gross,,Hits
Pascual Gross,,Hits
Mark Joseph,,Hits
Daniel Joseph,,Hits
Daniel Joseph,,Hits
Daniel Thomas,,Hits
Eric Vaughn,,Hits
Jeffrey Hunter,,Hits
James Richard,,Hits
Scott David,,Hits
Arthur Lee,,Hits
Patrick Edward,,Hits
Kevin D.,,Hits
Jeffrey Daniel,,Hits
Jeffrey Mark,,Hits
Ronald Dean,,Hits
Lynn Nolan,,Hits
Bret William,,Hits
Scott Douglas,,Hits
Daniel Ernest,,Hits
Calvin Drew,,Hits
Rudy Caballero,,Hits
William Steven,,Hits
Jeffrey Lee,,Hits
LeRoy Purdy,,Hits
David Keith,,Hits
David Andrew,,Hits
Todd Vernon,,Hits
Russell Howard,,Hits
Forest Gregory,,Hits
Kevin Ray,,Hits
Wade Eric,,Hits
Anthony Charles,,Hits
Charles Walter,,Hits
Robert Thomas,,Hits
Michael August,,Hits
Efrain Antonio,,Hits
Sergio Sanchez,,Hits
Fernando,,Hits
Todd Matthew,,Hits
Hector Raul Guerrero,,Hits
Michael Charles,,Hits
Bruce Kenneth,,Hits
Steven Lee,,Hits
Roy Duane,,Hits
John David,,Hits
William Edward,,Hits
David Lee,,Hits
David Lee,,Hits
Michael Lee,,Hits
Carl Blake,,Hits
Mark Alan,,Hits
Frank Lee,,Hits
Robert Andrew,,Hits
Michael Atwater,,Hits
Michael David,,Hits
Clifford Raphael,,Hits
Matthew John,,Hits
James Anthony,,Hits
Paul David,,Hits
Juan Roberto,,Hits
Gerald Paul,,Hits
Wilson Eduardo,,Hits
Robert Kevin,,Hits
Luis Antonio,,Hits
Jack William,,Hits
Bradley James,,Hits
James Parker,,Hits
Scott Alan,,Hits
Willie Anthony,,Hits
Shawn Edward,,Hits
Eric Alvin,,Hits
Juan Bautista,,Hits
Rik Aalbert,,Hits
Michael James,,Hits
Brian Edward,,Hits
Thomas Edward,,Hits
Ricardo Ricky,,Hits
Christopher Louis,,Hits
Denis,,Hits
John Eric,,Hits
James Kevin,,Hits
Kevin Dewayne,,Hits
Timothy Philip,,Hits
Todd Edward,,Hits
Michael Dana,,Hits
Gregory James,,Hits
Kevin Wade,,Hits
Michael Thomas,,Hits
Donald Wayne,,Hits
Lawrence Paul,,Hits
Scott Michael,,Hits
Michael Wayne,,Hits
Patrick Brian,,Hits
William Roger,,Hits
David Brian,,Hits
Dennis Bryan,,Hits
Charles Robert,,Hits
Daniel Wayne,,Hits
Mark William,,Hits
George Earl,,Hits
John Harold,,Hits
John Robert,,Hits
Kelly Robert,,Hits
Brian Stacy,,Hits
Michael Dennis,,Hits
Dennis Lee,,Hits
Thomas Patrick,,Hits
Mark Anthony,,Hits
Mark Anthony,,Hits
Calvin John,,Hits
Alan Duane,,Hits
Scott Gavin,,Hits
Alexander,,Hits
Michael Lee,,Hits
Charles Edward,,Hits
Stephen John,,Hits
Brian Kevin,,Hits
Michael Kendall,,Hits
David Anthony,,Hits
Timothy Shawn,,Hits
Emilio Antonio,,Hits
Steven Francis,,Hits
Todd Gerard,,Hits
Michael James,,Hits
Thomas,,Hits
Richard Michael,,Hits
Mauro Paul,,Hits
Joseph Milton,,Hits
Mark Andrew,,Hits
Wedsel Gary,,Hits
Mark Steven,,Hits
Arthur Lee,,Hits
William Lee,,Hits
Eric Andrew,,Hits
Jose Alberto,,Hits
Dionini Ramon,,Hits
Juan Andres,,Hits
Robert David,,Hits
Christopher Deane,,Hits
Erik Brian,,Hits
Tyrone Eugene,,Hits
Greg Allen,,Hits
Bryan Stanley,,Hits
Hillary Houston,,Hits
Neal,,Hits
Neal,,Hits
Thomas Anthony,,Hits
Richard Douglas,,Hits
Patrick George,,Hits
Roberto Manuel,,Hits
Joseph Thomas,,Hits
James Gregory,,Hits
Shawn Patrick,,Hits
Shawn Patrick,,Hits
Sterling Alex,,Hits
Darren Lee,,Hits
Frederick Wayne,,Hits
Vincent Stanley Joseph,,Hits
Charles Oliver,,Hits
Steven Roy,,Hits
Peter Alexander,,Hits
Daryl Keith,,Hits
James Michael,,Hits
William Jeffrey,,Hits
Joel Raymond,,Hits
Randall David,,Hits
Calvin Douglas,,Hits
Scott Andrew,,Hits
James Edward,,Hits
Eric Steven,,Hits
Robert Wayne,,Hits
Kurt David,,Hits
Randall John,,Hits
William Culp,,Hits
Lester Wayne,,Hits
Terry Hester,,Hits
Timothy James,,Hits
Timothy James,,Hits
Craig Lindsay,,Hits
Alois Terry,,Hits
Danilo Enrique,,Hits
Richie Todd,,Hits
Scott Allen,,Hits
Derek Jansen,,Hits
Douglas Warren,,Hits
Robert Joseph,,Hits
Michael Anthony,,Hits
Patrick Lavon,,Hits
Barry Paul,,Hits
Kirk Edward,,Hits
Lance Graye,,Hits
Larry Benard,,Hits
Jack Burns,,Hits
Russell Loren,,Hits
Jose Ramon Nova,,Hits
Jose Ramon Nova,,Hits
Sam Salvatore,,Hits
David John,,Hits
Dennis Michael,,Hits
Richard,,Hits
Jeffrey Thomas,,Hits
Michael Wayne,,Hits
John Scott,,Hits
Michael Cole,,Hits
Jeffrey Thomas,,Hits
Charles Harrison,,Hits
Jaime,,Hits
Rodney Lea,,Hits
Gerald Arthur,,Hits
Edwin,,Hits
Edwin,,Hits
Steven Robert,,Hits
Jesse Russell,,Hits
David Alan,,Hits
Donn Steven,,Hits
James Clayton,,Hits
Roger Allen,,Hits
Melido Turpen Gross,,Hits
Hipolito Antonio,,Hits
Edward John,,Hits
Daniel Thomas,,Hits
Eric Vaughn,,Hits
James Richard,,Hits
Ted Henry,,Hits
Paul John,,Hits
Scott David,,Hits
Dennis Lee,,Hits
Jeffrey James,,Hits
Richard Allen,,Hits
Todd Michael,,Hits
Arthur Lee,,Hits
Kevin D.,,Hits
Don Allen,,Hits
Ronald Dean,,Hits
Kenneth Scott,,Hits
Wayne Scott,,Hits
Bruce Wayne,,Hits
Jeffrey Lee,,Hits
Kenneth Frederick,,Hits
Lynn Nolan,,Hits
William Albert,,Hits
Scott Douglas,,Hits
Richard Daniel,,Hits
David Joseph,,Hits
Michael Ralph,,Hits
William Scott,,Hits
Jeffrey Lee,,Hits
Stephen Earl,,Hits
John Patrick,,Hits
Daniel Scott,,Hits
Russell Paul,,Hits
David Keith,,Hits
David Andrew,,Hits
Todd Vernon,,Hits
Richard Lee,,Hits
Russell Howard,,Hits
Kevin Ray,,Hits
Rodney Scott,,Hits
Charles Walter,,Hits
Robert Thomas,,Hits
Michael August,,Hits
Richard Alan,,Hits
Michael Scott,,Hits
Julio Enrique,,Hits
Frank John,,Hits
Michael Aaron,,Hits
Bruce Kenneth,,Hits
Roy Duane,,Hits
Gary Anthony,,Hits
John David,,Hits
William Edward,,Hits
Robert Lynn,,Hits
David Lee,,Hits
David Lee,,Hits
Matthew Christopher,,Hits
Kevin Dean,,Hits
Robert Joe,,Hits
Mark Alan,,Hits
Robert Andrew,,Hits
Robert Andrew,,Hits
Walter Browne,,Hits
Curtis Allen,,Hits
Curtis Allen,,Hits
Matthew John,,Hits
James Anthony,,Hits
Paul David,,Hits
Wilson Eduardo,,Hits
Brian James,,Hits
Robert Kevin,,Hits
Paul Andre,,Hits
James Parker,,Hits
Robert Cunningham,,Hits
Philip Cory,,Hits
Michael Scott,,Hits
Willie Anthony,,Hits
Timothy Wayne,,Hits
Stanley Peter,,Hits
Jason Phillip,,Hits
Sean Frederick,,Hits
Michael Joseph,,Hits
Michael James,,Hits
Joseph Martin,,Hits
Joseph Martin,,Hits
Brian Edward,,Hits
Rodney Earl,,Hits
Thomas Edward,,Hits
William Robert,,Hits
John Eric,,Hits
Scott John,,Hits
Gregory Scott,,Hits
Enrique,,Hits
Todd Edward,,Hits
Michael Dana,,Hits
Gregory James,,Hits
Kevin Wade,,Hits
Cris Howell,,Hits
Charles Douglas,,Hits
Antonio Jose,,Hits
Michael Wayne,,Hits
Mark Willard,,Hits
William Roger,,Hits
David Brian,,Hits
James Daniel,,Hits
Andrew Bernard,,Hits
Dennis Bryan,,Hits
Michael Horace,,Hits
Danny Bradford,,Hits
Charles Robert,,Hits
John Russell,,Hits
Daniel Wayne,,Hits
George Earl,,Hits
George Earl,,Hits
Kenneth Grant,,Hits
Jose,,Hits
Richard Anthony,,Hits
James Joseph,,Hits
John Reed,,Hits
Frank Michael,,Hits
Gerard Peter,,Hits
John Harold,,Hits
John Robert,,Hits
Kelly Robert,,Hits
Brian Stacy,,Hits
Steven William,,Hits
Mark Anthony,,Hits
Scott Gavin,,Hits
Hector,,Hits
John Edward,,Hits
Alexander,,Hits
Charles Edward,,Hits
David Anthony,,Hits
Gregory Alan,,Hits
Emilio Antonio,,Hits
Steven Francis,,Hits
Richard Aron,,Hits
Michael James,,Hits
Mark Allan,,Hits
Paul Marshall,,Hits
Gregory James,,Hits
Thomas,,Hits
Joseph Milton,,Hits
Jeffrey Adam,,Hits
Mark Anthony,,Hits
Jason Alan,,Hits
Edward Adrain,,Hits
Mark Steven,,Hits
William Lee,,Hits
Mark Andrew,,Hits
Juan Andres,,Hits
Robert David,,Hits
John Gabriel,,Hits
John Gabriel,,Hits
Christopher Deane,,Hits
Greg Allen,,Hits
Michael Edward,,Hits
Hillary Houston,,Hits
Neal,,Hits
Dwayne Allen,,Hits
Patrick George,,Hits
Jeremy Stuart,,Hits
Joseph Thomas,,Hits
Teodoro Valenzuela,,Hits
Sterling Alex,,Hits
Mark Harold,,Hits
Frederick Wayne,,Hits
Christian,,Hits
Mark Steven,,Hits
Michael James,,Hits
Domingo,,Hits
Miguel Anthony,,Hits
David Wayne,,Hits
William Jeffrey,,Hits
Barry Louis,,Hits
Scott Andrew,,Hits
Stefan Andrew,,Hits
James Edward,,Hits
Mark Andrew,,Hits
John Francis,,Hits
Kevin Ray,,Hits
Kurt David,,Hits
Thomas Joseph,,Hits
William Culp,,Hits
Mark Edward,,Hits
Terry Hester,,Hits
Craig Lindsay,,Hits
Phillip Dale,,Hits
Charles Louis,,Hits
Alois Terry,,Hits
Scott Allen,,Hits
Derek Jansen,,Hits
Douglas Warren,,Hits
Douglas Warren,,Hits
Graeme John,,Hits
Albert Anthony,,Hits
Michael Anthony,,Hits
Joseph David,,Hits
Patrick Lavon,,Hits
Josias,,Hits
Kirk Edward,,Hits
Larry Benard,,Hits
Jack Burns,,Hits
George Kevin,,Hits
Russell Loren,,Hits
Jose Luis,,Hits
Brett Alan,,Hits
Jose Ramon Nova,,Hits
Robert,,Hits
Sam Salvatore,,Hits
Nathan Derek,,Hits
Angel Luis,,Hits
David John,,Hits
Richard,,Hits
Jeffrey Thomas,,Hits
Michael Wayne,,Hits
John Scott,,Hits
Jamie,,Hits
Roberto,,Hits
Michael Anthony,,Hits
Michael Cole,,Hits
Jeffrey Thomas,,Hits
Charles Harrison,,Hits
Jaime,,Hits
Wayland Eugene,,Hits
Wayland Eugene,,Hits
Robert Allen,,Hits
Gerald Arthur,,Hits
Rafael Angel,,Hits
John Preston,,Hits
Robert Michael,,Hits
Darren Christopher,,Hits
Steven,,Hits
Michael Lee,,Hits
Donn Steven,,Hits
Robert Chandler,,Hits
Kenneth Brian,,Hits
Roger Allen,,Hits
Brad Lee,,Hits
Melido Turpen Gross,,Hits
Hipolito Antonio,,Hits
Eric Vaughn,,Hits
Ted Henry,,Hits
Paul John,,Hits
Scott David,,Hits
Dennis Lee,,Hits
Richard Allen,,Hits
Richard Allen,,Hits
Arthur Lee,,Hits
Kenneth Scott,,Hits
Scott Patrick,,Hits
Jeffrey Lee,,Hits
Kenneth Frederick,,Hits
Lynn Nolan,,Hits
Roger William,,Hits
William Albert,,Hits
Scott Douglas,,Hits
Michael Ralph,,Hits
Jeffrey William,,Hits
Darryl Nelson,,Hits
William Scott,,Hits
Aaron Helmer,,Hits
Zakary Sebastien,,Hits
Heath,,Hits
Joseph Andrew,,Hits
Lee Arthur,,Hits
Roger Craig,,Hits
Russell Paul,,Hits
David Keith,,Hits
David Andrew,,Hits
Todd Vernon,,Hits
Richard Lee,,Hits
Russell Howard,,Hits
Paul Christopher,,Hits
Frank Daryl,,Hits
Kevin Ray,,Hits
Julian,,Hits
Rodney Scott,,Hits
Anthony Charles,,Hits
Robert Thomas,,Hits
Michael August,,Hits
Michael Scott,,Hits
George Alex,,Hits
Fernando,,Hits
Julio Enrique,,Hits
Todd Matthew,,Hits
Frank John,,Hits
David Paul,,Hits
Roy Duane,,Hits
William Edward,,Hits
Robert Lynn,,Hits
David Lee,,Hits
William Charles,,Hits
Matthew Christopher,,Hits
Kevin Dean,,Hits
Robert Joe,,Hits
Carl Blake,,Hits
Mark Alan,,Hits
Gregory Scott,,Hits
Michael Atwater,,Hits
Clifford Raphael,,Hits
Curtis Allen,,Hits
Matthew John,,Hits
James Anthony,,Hits
Richard Warren,,Hits
Wilson Eduardo,,Hits
Brian James,,Hits
Robert Kevin,,Hits
Jack William,,Hits
Paul Andre,,Hits
Joseph John,,Hits
Philip Cory,,Hits
Michael Scott,,Hits
Brian Keith,,Hits
Timothy Wayne,,Hits
Armando German,,Hits
Jason Phillip,,Hits
Sean Frederick,,Hits
Joseph Martin,,Hits
Brian Edward,,Hits
Thomas Edward,,Hits
Ricardo Ricky,,Hits
Christopher Louis,,Hits
Shawn Kealoha,,Hits
William Robert,,Hits
Jacob Jeffery,,Hits
James Kevin,,Hits
Scott John,,Hits
Duff Lechaun,,Hits
Terry Dale,,Hits
Michael Dana,,Hits
Gregory James,,Hits
Gregory James,,Hits
Kevin Wade,,Hits
Lawrence Paul,,Hits
Lawrence Paul,,Hits
Antonio Jose,,Hits
Mark Willard,,Hits
William Roger,,Hits
David Brian,,Hits
James Daniel,,Hits
Dennis Bryan,,Hits
Brad Byron,,Hits
Danny Bradford,,Hits
John Russell,,Hits
Daniel Wayne,,Hits
Jeffrey Scott,,Hits
George Earl,,Hits
Timothy Howard,,Hits
Jose Luis,,Hits
James Joseph,,Hits
John Franklin,,Hits
Gerard Peter,,Hits
John Harold,,Hits
John Robert,,Hits
Steven William,,Hits
Mark Anthony,,Hits
Calvin John,,Hits
Scott Gavin,,Hits
Hector,,Hits
John Edward,,Hits
Steven Michael,,Hits
Steven Michael,,Hits
Alexander,,Hits
Charles Sidney,,Hits
Charles Edward,,Hits
Anders Gar,,Hits
David Anthony,,Hits
Emilio Antonio,,Hits
Todd Gerard,,Hits
Keith John,,Hits
Michael James,,Hits
Paul Marshall,,Hits
George,,Hits
Gregory James,,Hits
Thomas,,Hits
Joseph Milton,,Hits
Jeffrey Adam,,Hits
Jason Alan,,Hits
Wedsel Gary,,Hits
Edward Adrain,,Hits
Mark Steven,,Hits
William Lee,,Hits
Mark Andrew,,Hits
Juan Andres,,Hits
Michael Darren,,Hits
Charlton Atlee,,Hits
Christopher Deane,,Hits
Tyrone Eugene,,Hits
Greg Allen,,Hits
Greg Allen,,Hits
Ricky Allen,,Hits
Thomas Anthony,,Hits
Michael Alan,,Hits
Patrick George,,Hits
Roberto Manuel,,Hits
Joseph Thomas,,Hits
James Gregory,,Hits
Teodoro Valenzuela,,Hits
Milton Giles,,Hits
Sterling Alex,,Hits
Vincent Stanley Joseph,,Hits
Christian,,Hits
Jay Canfield,,Hits
Steven Roy,,Hits
Bruce Vee,,Hits
James Lavon,,Hits
Mark Steven,,Hits
Michael James,,Hits
Miguel Anthony,,Hits
Dane Edward,,Hits
Randall David,,Hits
Scott Andrew,,Hits
Stefan Andrew,,Hits
James Edward,,Hits
Mark Andrew,,Hits
Kevin Ray,,Hits
Scott Edward,,Hits
Kurt David,,Hits
William Culp,,Hits
Mark Edward,,Hits
Timothy James,,Hits
Craig Lindsay,,Hits
Phillip Dale,,Hits
David Paul,,Hits
Alois Terry,,Hits
Mark Edward,,Hits
Scott Allen,,Hits
Derek Jansen,,Hits
Jose Desiderio Rodriguez,,Hits
Graeme John,,Hits
Albert Anthony,,Hits
Andrew Jason,,Hits
Joseph David,,Hits
Jose Dennis,,Hits
Kirk Edward,,Hits
Larry Benard,,Hits
Jack Burns,,Hits
Russell Loren,,Hits
Jose Luis,,Hits
Jose Miguel,,Hits
Brett Alan,,Hits
Jose Ramon Nova,,Hits
Robert,,Hits
Alan Bernard,,Hits
Nathan Derek,,Hits
Angel Luis,,Hits
Michael Ross,,Hits
Jeffrey Thomas,,Hits
Michael Wayne,,Hits
John Scott,,Hits
Jamie,,Hits
Terence John,,Hits
Robert Albert,,Hits
Michael Cole,,Hits
Christopher William,,Hits
Christopher William,,Hits
Charles Harrison,,Hits
Jaime,,Hits
Jeffrey Allan,,Hits
Edwin,,Hits
Chad Wayne,,Hits
Robert Michael,,Hits
Michael Lee,,Hits
Jesse Russell,,Hits
Donn Steven,,Hits
Robert Chandler,,Hits
Kenneth Brian,,Hits
Roger Allen,,Hits
Brad Lee,,Hits
Melido Turpen Gross,,Hits
Steven Robert,,Hits
Hipolito Antonio,,Hits
Erik John,,Hits
Eric Vaughn,,Hits
James Richard,,Hits
Juan Carlos,,Hits
Paul John,,Hits
Jeffrey James,,Hits
Richard Allen,,Hits
Arthur Lee,,Hits
David Allan,,Hits
David Allan,,Hits
William Charles,,Hits
Kenneth Scott,,Hits
Scott Patrick,,Hits
Jeffrey Lee,,Hits
Jeffrey Lee,,Hits
Kenneth Frederick,,Hits
Roger William,,Hits
William Albert,,Hits
Scott Douglas,,Hits
Robert Guy,,Hits
Erik Paul,,Hits
Jeffrey William,,Hits
Jeffrey William,,Hits
Aaron Helmer,,Hits
Paul Kenneth,,Hits
Aaron James,,Hits
Lee Arthur,,Hits
Roger Craig,,Hits
Paul Nikola,,Hits
Russell Paul,,Hits
Randy Anthony,,Hits
David James,,Hits
David Keith,,Hits
Phillip Wayne,,Hits
Todd Vernon,,Hits
Russell Howard,,Hits
Kevin Ray,,Hits
Julian,,Hits
Robert Thomas,,Hits
Michael August,,Hits
Richard Alan,,Hits
Michael Scott,,Hits
William Matthew,,Hits
Sergio Sanchez,,Hits
Timothy Layne,,Hits
Todd Matthew,,Hits
Frank John,,Hits
Edward John,,Hits
William Edward,,Hits
Robert Lee,,Hits
David Lee,,Hits
William Charles,,Hits
Robert Joe,,Hits
Carl Blake,,Hits
Mark Alan,,Hits
Gregory Scott,,Hits
James Anthony,,Hits
James Anthony,,Hits
Richard Warren,,Hits
Patrick Howard,,Hits
Wilson Eduardo,,Hits
Brian James,,Hits
Scott Richard,,Hits
Luis,,Hits
Robert Kevin,,Hits
Paul Andre,,Hits
Joseph John,,Hits
Robert Joseph,,Hits
Scott,,Hits
James,,Hits
Michael Scott,,Hits
Brian Stuart,,Hits
Timothy Wayne,,Hits
Stanley Peter,,Hits
Andrew Charles,,Hits
Armando German,,Hits
Erik Hans,,Hits
Jason Phillip,,Hits
Sean Frederick,,Hits
Michael David,,Hits
Michael Joseph,,Hits
Harry Ralston,,Hits
Benjamin Earl,,Hits
Brian Edward,,Hits
Joseph Martin,,Hits
Brian Edward,,Hits
Rodney Earl,,Hits
Ricardo Ricky,,Hits
Joseph Thomas,,Hits
Christopher Louis,,Hits
Shawn Kealoha,,Hits
Mark Clay,,Hits
John Eric,,Hits
Jacob Jeffery,,Hits
James Kevin,,Hits
Thomas Leo,,Hits
Melvin Lynn,,Hits
Terry Dale,,Hits
Michael Dana,,Hits
Kevin Wade,,Hits
Rafael,,Hits
Giovanni,,Hits
Antonio Jose,,Hits
Norman Wood,,Hits
Michael Wayne,,Hits
Mark Willard,,Hits
Terry Lee,,Hits
William Roger,,Hits
David Brian,,Hits
David Brian,,Hits
James Daniel,,Hits
James Daniel,,Hits
Dennis Bryan,,Hits
Dennis Bryan,,Hits
Rheal Paul,,Hits
Brad Byron,,Hits
James Bernard,,Hits
Danny Bradford,,Hits
Timothy Lyle,,Hits
John Russell,,Hits
Daniel Wayne,,Hits
Daniel Wayne,,Hits
Scotty Ray,,Hits
Timothy Howard,,Hits
James Michael,,Hits
Jose,,Hits
John Reed,,Hits
John Franklin,,Hits
Robert Keith,,Hits
Robert Keith,,Hits
Christopher Mark,,Hits
Kenneth Edward,,Hits
David William,,Hits
Calvin John,,Hits
Alan Duane,,Hits
Scott Gavin,,Hits
Scott Gavin,,Hits
Vaughn Michael,,Hits
Hector,,Hits
John Edward,,Hits
Alexander,,Hits
Charles Sidney,,Hits
Charles Edward,,Hits
David Anthony,,Hits
David Anthony,,Hits
Timothy Shawn,,Hits
Steven Francis,,Hits
Michael James,,Hits
Brian Allen,,Hits
Gregory James,,Hits
Jason Alan,,Hits
Wedsel Gary,,Hits
Kevin Frank,,Hits
Mark Steven,,Hits
Arthur Lee,,Hits
Eric Andrew,,Hits
Juan Andres,,Hits
John Gabriel,,Hits
Michael Darren,,Hits
Charlton Atlee,,Hits
Christopher Deane,,Hits
Erik Brian,,Hits
Timothy Allan,,Hits
Michael Anthony,,Hits
Michael Anthony,,Hits
Tyrone Eugene,,Hits
Gregory Wade,,Hits
Michael Edward,,Hits
Michael Edward,,Hits
LaTroy,,Hits
Jimmy Wayne,,Hits
Ricky Allen,,Hits
Dwayne Allen,,Hits
Patrick George,,Hits
Wilson,,Hits
Roberto Manuel,,Hits
Orel Leonard,,Hits
Kenneth Wade,,Hits
Sterling Alex,,Hits
Mark Harold,,Hits
Frederick Wayne,,Hits
Christian,,Hits
Steven Roy,,Hits
Joseph Paul,,Hits
Richard Allen,,Hits
Edwin Amilgar,,Hits
Michael James,,Hits
Jason James,,Hits
Michael Elmo,,Hits
Douglas Alan,,Hits
Joel Raymond,,Hits
Randall David,,Hits
Douglas Reid,,Hits
Ricardo,,Hits
Scott Andrew,,Hits
Matthew Dean,,Hits
Randall Scott,,Hits
James Edward,,Hits
Brian Lee,,Hits
Mark Andrew,,Hits
Kevin Ray,,Hits
Scott Edward,,Hits
Scott Edward,,Hits
Rick Michael,,Hits
William Culp,,Hits
Mark Edward,,Hits
Mark Owen,,Hits
David Paul,,Hits
Alois Terry,,Hits
Derek Jansen,,Hits
Jose Desiderio Rodriguez,,Hits
Douglas Warren,,Hits
Antonio Felipe,,Hits
Graeme John,,Hits
Brian James,,Hits
Albert Anthony,,Hits
Andrew Jason,,Hits
Robert Joseph,,Hits
Michael Ausley,,Hits
Michael Anthony,,Hits
Josias,,Hits
Isidro,,Hits
Jose Dennis,,Hits
David Brian,,Hits
James Brian,,Hits
Kirk Edward,,Hits
Larry Benard,,Hits
Jack Burns,,Hits
Roger Alan,,Hits
Russell Loren,,Hits
James Jason,,Hits
Paul Gerard,,Hits
Jose Miguel,,Hits
Alan Bernard,,Hits
Angel Luis,,Hits
Richard,,Hits
Michael Wayne,,Hits
Jamie,,Hits
Juan Oscar,,Hits
Matthew Michael,,Hits
Michael Cole,,Hits
Michael Stanley,,Hits
Charles Harrison,,Hits
Jeffrey Allan,,Hits
Christopher Thomas,,Hits
Christopher John,,Hits
Chad Wayne,,Hits
Greggory William,,Hits
Steven,,Hits
Michael Lee,,Hits
Jesse Russell,,Hits
Jose Miguel,,Hits
Robert Chandler,,Hits
Jeffrey Simmons,,Hits
David Lee,,Hits
Roger Allen,,Hits
Alejandro,,Hits
Brad Lee,,Hits
Troy Eugene,,Hits
Melido Turpen Gross,,Hits
Andrew Eugene,,Hits
Steven Robert,,Hits
Jeffrey Charles,,Hits
James Michael,,Hits
Eric Vaughn,,Hits
James Richard,,Hits
Ariel,,Hits
Scott David,,Hits
Brad William,,Hits
Dennis Lee,,Hits
Rafael Alberto,,Hits
Carlos Alberto,,Hits
Arthur Lee,,Hits
David Allan,,Hits
Ronald Gene,,Hits
William Charles,,Hits
Mariano,,Hits
Joseph Rodger,,Hits
Richard Wayne,,Hits
Sidney Dean,,Hits
Kenneth Neal,,Hits
Francisco,,Hits
Francisco,,Hits
James Randall,,Hits
Kenneth Scott,,Hits
Scott Patrick,,Hits
Jeffrey Lee,,Hits
Kenneth Frederick,,Hits
Scott Douglas,,Hits
Robert Guy,,Hits
Erik Paul,,Hits
Aaron Helmer,,Hits
Jeffrey Lee,,Hits
Keith Wayne,,Hits
Paul Kenneth,,Hits
William Anthony,,Hits
Michael Robert,,Hits
Joseph Andrew,,Hits
Lee Arthur,,Hits
Zane William,,Hits
Clint Rea,,Hits
Steven William,,Hits
Russell Paul,,Hits
William Michael,,Hits
David Keith,,Hits
Jeffrey Scot,,Hits
Kevin Ray,,Hits
Julian,,Hits
Scott Michael,,Hits
Larry Wayne,,Hits
Michael Steven,,Hits
Michael August,,Hits
Dilson Dario,,Hits
Salomon,,Hits
Michael Scott,,Hits
Timothy Layne,,Hits
Ronald Thomas,,Hits
